"","CATE","bedrooms","halls","AREA","floor","subway","school","price","LONG","LAT","NAME","DISTRICT"
"14518","shijingshan",2,1,65.12,"middle",1,0,36856,116.233021,39.90681215,"永乐西区","鲁谷"
"14519","shijingshan",2,1,57.19,"low",1,0,36720,116.233021,39.90681215,"永乐西区","鲁谷"
"14520","shijingshan",2,1,57.28,"middle",1,0,36663,116.233021,39.90681215,"永乐西区","鲁谷"
"14521","shijingshan",2,1,60.27,"low",0,0,36503,116.233021,39.90681215,"永乐西区","鲁谷"
"14522","shijingshan",2,1,57.63,"high",1,0,36440,116.233021,39.90681215,"永乐西区","鲁谷"
"14523","shijingshan",2,1,60.4,"middle",1,0,36424,116.233021,39.90681215,"永乐西区","鲁谷"
"14524","shijingshan",2,1,58,"middle",1,0,36207,116.233021,39.90681215,"永乐西区","鲁谷"
"14525","shijingshan",2,1,60.85,"high",1,0,36155,116.233021,39.90681215,"永乐西区","鲁谷"
"14526","shijingshan",2,1,57.33,"high",1,0,35758,116.233021,39.90681215,"永乐西区","鲁谷"
"14527","shijingshan",1,1,45.33,"high",1,0,35738,116.233021,39.90681215,"永乐西区","鲁谷"
"14528","shijingshan",2,1,56.21,"low",1,0,35581,116.233021,39.90681215,"永乐西区","鲁谷"
"14529","shijingshan",2,1,62.52,"high",1,0,35509,116.233021,39.90681215,"永乐西区","鲁谷"
"14530","shijingshan",2,1,62,"middle",1,0,35484,116.233021,39.90681215,"永乐西区","鲁谷"
"14531","shijingshan",2,1,61.45,"high",0,0,35476,116.233021,39.90681215,"永乐西区","鲁谷"
"14532","shijingshan",2,1,62.46,"high",1,0,35223,116.233021,39.90681215,"永乐西区","鲁谷"
"14533","shijingshan",2,1,56.96,"high",1,0,35113,116.233021,39.90681215,"永乐西区","鲁谷"
"14534","shijingshan",2,1,62,"high",1,0,34678,116.233021,39.90681215,"永乐西区","鲁谷"
"14535","shijingshan",2,1,62,"middle",1,0,34678,116.233021,39.90681215,"永乐西区","鲁谷"
"14536","shijingshan",3,1,88.95,"middle",1,0,34627,116.233021,39.90681215,"永乐西区","鲁谷"
"14537","shijingshan",2,1,60.32,"high",1,0,34483,116.233021,39.90681215,"永乐西区","鲁谷"
"14538","shijingshan",2,1,62.38,"high",1,0,34467,116.233021,39.90681215,"永乐西区","鲁谷"
"14539","shijingshan",2,1,62.38,"low",1,0,34467,116.233021,39.90681215,"永乐西区","鲁谷"
"14540","shijingshan",2,1,61,"high",1,0,34427,116.233021,39.90681215,"永乐西区","鲁谷"
"14541","shijingshan",2,1,65.12,"high",1,0,34091,116.233021,39.90681215,"永乐西区","鲁谷"
"14542","shijingshan",2,1,57.63,"high",1,0,34011,116.233021,39.90681215,"永乐西区","鲁谷"
"14543","shijingshan",2,1,57.63,"high",1,0,33837,116.233021,39.90681215,"永乐西区","鲁谷"
"14544","shijingshan",2,1,66.53,"high",1,0,33820,116.233021,39.90681215,"永乐西区","鲁谷"
"14545","shijingshan",2,1,68,"low",1,0,33089,116.233021,39.90681215,"永乐西区","鲁谷"
"14546","shijingshan",2,1,63.89,"low",1,0,32869,116.233021,39.90681215,"永乐西区","鲁谷"
"14547","shijingshan",3,1,67,"high",1,0,32836,116.233021,39.90681215,"永乐西区","鲁谷"
"14548","shijingshan",2,1,54.74,"high",1,0,32518,116.233021,39.90681215,"永乐西区","鲁谷"
"14549","shijingshan",2,1,62.52,"high",0,0,32470,116.233021,39.90681215,"永乐西区","鲁谷"
"14550","shijingshan",3,1,83,"high",1,0,32290,116.233021,39.90681215,"永乐西区","鲁谷"
"14551","shijingshan",2,1,60.85,"high",1,0,32211,116.233021,39.90681215,"永乐西区","鲁谷"
"14552","shijingshan",2,1,64.93,"low",1,0,32035,116.233021,39.90681215,"永乐西区","鲁谷"
"14553","shijingshan",2,1,62.59,"high",1,0,31635,116.233021,39.90681215,"永乐西区","鲁谷"
"14554","shijingshan",2,1,62,"high",1,0,31452,116.233021,39.90681215,"永乐西区","鲁谷"
"14555","shijingshan",2,1,74.13,"middle",1,0,31027,116.233021,39.90681215,"永乐西区","鲁谷"
"14556","shijingshan",2,1,62,"middle",1,0,29839,116.233021,39.90681215,"永乐西区","鲁谷"
"14557","dongcheng",2,1,55.06,"high",0,1,85362,116.3968876,39.8794931,"永内西街北里","永定门"
"14558","haidian",1,1,45.8,"middle",1,0,60044,116.3668262,40.03942573,"永泰东里","清河"
"14559","haidian",2,1,64.9,"middle",1,0,57936,116.3668262,40.03942573,"永泰东里","清河"
"14560","haidian",1,1,45.22,"low",1,0,57497,116.3668262,40.03942573,"永泰东里","清河"
"14561","haidian",2,1,57.59,"high",1,0,55566,116.3668262,40.03942573,"永泰东里","清河"
"14562","haidian",2,1,68.14,"low",1,0,54300,116.3668262,40.03942573,"永泰东里","清河"
"14563","haidian",1,1,48.2,"high",1,0,53527,116.3668262,40.03942573,"永泰东里","清河"
"14564","haidian",3,1,79,"middle",1,0,53165,116.3668262,40.03942573,"永泰东里","清河"
"14565","haidian",3,1,70.14,"high",1,0,52752,116.3668262,40.03942573,"永泰东里","清河"
"14566","haidian",1,1,45.5,"low",1,0,51649,116.3668262,40.03942573,"永泰东里","清河"
"14567","haidian",1,1,58.11,"middle",1,0,50766,116.3668262,40.03942573,"永泰东里","清河"
"14568","haidian",1,1,58.11,"middle",1,0,50422,116.3668262,40.03942573,"永泰东里","清河"
"14569","haidian",2,1,59.61,"low",1,0,50328,116.3668262,40.03942573,"永泰东里","清河"
"14570","haidian",2,1,69.59,"high",1,0,50295,116.3668262,40.03942573,"永泰东里","清河"
"14571","haidian",2,1,73.33,"middle",1,0,49912,116.3668262,40.03942573,"永泰东里","清河"
"14572","haidian",2,1,80.3,"high",1,0,49565,116.3668262,40.03942573,"永泰东里","清河"
"14573","haidian",2,1,68.86,"high",1,0,49376,116.3668262,40.03942573,"永泰东里","清河"
"14574","haidian",1,1,46.81,"high",1,0,49135,116.3668262,40.03942573,"永泰东里","清河"
"14575","haidian",1,1,45.22,"high",1,0,48652,116.3668262,40.03942573,"永泰东里","清河"
"14576","haidian",3,1,74,"low",1,0,47028,116.3668262,40.03942573,"永泰东里","清河"
"14577","haidian",2,1,57.51,"high",1,0,45210,116.3668262,40.03942573,"永泰东里","清河"
"14578","haidian",2,1,76.34,"middle",1,1,54494,116.361782,40.03886184,"永泰西里","清河"
"14579","haidian",2,1,61.1,"middle",1,0,54010,116.361782,40.03886184,"永泰西里","清河"
"14580","haidian",2,1,81.74,"middle",1,1,77074,116.3552547,40.04052173,"永泰园","清河"
"14581","haidian",2,1,50.02,"middle",1,0,59977,116.3552547,40.04052173,"永泰园","清河"
"14582","haidian",2,1,53.3,"low",1,0,58162,116.3552547,40.04052173,"永泰园","清河"
"14583","haidian",3,0,56.87,"middle",1,1,57148,116.3552547,40.04052173,"永泰园","清河"
"14584","haidian",2,1,75.79,"low",1,0,55417,116.3552547,40.04052173,"永泰园","清河"
"14585","haidian",2,1,75.06,"high",1,0,55290,116.3552547,40.04052173,"永泰园","清河"
"14586","haidian",2,1,41.72,"high",1,1,55130,116.3552547,40.04052173,"永泰园","清河"
"14587","haidian",2,1,75,"low",1,0,54667,116.3552547,40.04052173,"永泰园","清河"
"14588","haidian",2,1,75.79,"low",1,0,54097,116.3552547,40.04052173,"永泰园","清河"
"14589","haidian",2,1,71.79,"low",1,0,53629,116.3552547,40.04052173,"永泰园","清河"
"14590","haidian",2,1,69.05,"high",1,1,53585,116.3552547,40.04052173,"永泰园","清河"
"14591","haidian",2,1,69.3,"middle",1,1,53392,116.3552547,40.04052173,"永泰园","清河"
"14592","haidian",2,1,93.73,"middle",1,0,52812,116.3552547,40.04052173,"永泰园","清河"
"14593","haidian",2,1,111.51,"high",1,1,52014,116.3552547,40.04052173,"永泰园","清河"
"14594","haidian",2,1,75.51,"middle",1,1,51649,116.3552547,40.04052173,"永泰园","清河"
"14595","haidian",2,1,62,"high",1,1,51613,116.3552547,40.04052173,"永泰园","清河"
"14596","haidian",2,1,68.82,"middle",1,1,51584,116.3552547,40.04052173,"永泰园","清河"
"14597","haidian",1,1,83,"low",1,1,48796,116.3552547,40.04052173,"永泰园","清河"
"14598","haidian",2,1,94,"low",1,0,47873,116.3552547,40.04052173,"永泰园","清河"
"14599","haidian",3,2,147,"high",1,0,47620,116.3552547,40.04052173,"永泰园","清河"
"14600","haidian",2,1,110,"middle",1,0,47273,116.3552547,40.04052173,"永泰园","清河"
"14601","haidian",2,1,115.04,"middle",1,0,43898,116.3552547,40.04052173,"永泰园","清河"
"14602","haidian",2,2,133,"middle",1,0,42782,116.3552547,40.04052173,"永泰园","清河"
"14603","haidian",3,2,147,"high",1,1,40817,116.3552547,40.04052173,"永泰园","清河"
"14604","dongcheng",2,2,82.24,"high",0,0,59461,116.398363,39.87492241,"永铁苑","陶然亭"
"14605","dongcheng",2,1,64,"low",0,0,56250,116.398363,39.87492241,"永铁苑","陶然亭"
"14606","dongcheng",2,1,76.51,"low",0,0,54895,116.398363,39.87492241,"永铁苑","陶然亭"
"14607","dongcheng",2,1,90.01,"middle",0,0,54772,116.398363,39.87492241,"永铁苑","陶然亭"
"14608","dongcheng",2,2,85.11,"low",0,0,54048,116.398363,39.87492241,"永铁苑","陶然亭"
"14609","dongcheng",2,2,85.11,"high",0,0,52873,116.398363,39.87492241,"永铁苑","陶然亭"
"14610","dongcheng",2,2,76.51,"low",0,0,52020,116.398363,39.87492241,"永铁苑","陶然亭"
"14611","dongcheng",2,2,88,"low",0,0,51137,116.398363,39.87492241,"永铁苑","陶然亭"
"14612","fengtai",2,1,93,"high",1,0,52151,116.308138,39.89239866,"永翌公馆","六里桥"
"14613","chaoyang",2,1,94.55,"low",1,0,41249,116.5944908,39.93691334,"优点社区","常营"
"14614","chaoyang",2,1,94.15,"low",1,0,40574,116.5944908,39.93691334,"优点社区","常营"
"14615","chaoyang",2,1,97.15,"high",1,0,38601,116.5944908,39.93691334,"优点社区","常营"
"14616","fengtai",2,2,100,"high",1,0,48000,116.3249376,39.85874997,"优筑","玉泉营"
"14617","fengtai",2,2,100.03,"high",1,0,47986,116.3249376,39.85874997,"优筑","玉泉营"
"14618","fengtai",2,2,99.55,"middle",1,0,47213,116.3249376,39.85874997,"优筑","玉泉营"
"14619","fengtai",2,1,100.08,"low",1,0,46963,116.3249376,39.85874997,"优筑","玉泉营"
"14620","fengtai",3,2,157.09,"low",1,0,44561,116.3249376,39.85874997,"优筑","玉泉营"
"14621","fengtai",1,1,64.61,"middle",1,0,42564,116.3249376,39.85874997,"优筑","玉泉营"
"14622","fengtai",1,1,67.19,"low",1,0,41673,116.3249376,39.85874997,"优筑","玉泉营"
"14623","fengtai",1,1,67,"low",1,0,41045,116.3249376,39.85874997,"优筑","玉泉营"
"14624","fengtai",1,1,64.95,"middle",1,0,40339,116.3249376,39.85874997,"优筑","玉泉营"
"14625","fengtai",1,1,67.55,"high",1,0,39971,116.3249376,39.85874997,"优筑","玉泉营"
"14626","fengtai",1,1,67.55,"middle",1,0,39231,116.3249376,39.85874997,"优筑","玉泉营"
"14627","fengtai",1,1,64.95,"middle",1,0,38492,116.3249376,39.85874997,"优筑","玉泉营"
"14628","fengtai",1,1,65.25,"low",1,0,38315,116.3249376,39.85874997,"优筑","玉泉营"
"14629","dongcheng",2,1,58.7,"high",0,0,84498,116.4000846,39.86937637,"悠胜美苑","西罗园"
"14630","dongcheng",2,1,58.7,"low",0,0,81772,116.4000846,39.86937637,"悠胜美苑","西罗园"
"14631","dongcheng",2,2,70.17,"middle",0,0,73821,116.4000846,39.86937637,"悠胜美苑","西罗园"
"14632","dongcheng",3,3,172.67,"low",0,0,50965,116.4000846,39.86937637,"悠胜美苑","西罗园"
"14633","dongcheng",1,1,64.84,"high",0,0,50895,116.4000846,39.86937637,"悠胜美苑","西罗园"
"14634","dongcheng",4,2,234,"low",0,0,50428,116.4000846,39.86937637,"悠胜美苑","西罗园"
"14635","dongcheng",1,1,80.96,"high",0,0,50149,116.4000846,39.86937637,"悠胜美苑","西罗园"
"14636","dongcheng",2,1,97.73,"high",1,0,49115,116.4000846,39.86937637,"悠胜美苑","西罗园"
"14637","dongcheng",3,1,128,"middle",0,0,47344,116.4000846,39.86937637,"悠胜美苑","西罗园"
"14638","dongcheng",2,1,97.73,"high",1,0,47069,116.4000846,39.86937637,"悠胜美苑","西罗园"
"14639","dongcheng",3,2,121.18,"middle",0,0,46213,116.4000846,39.86937637,"悠胜美苑","西罗园"
"14640","dongcheng",3,1,148,"low",0,0,40541,116.4000846,39.86937637,"悠胜美苑","西罗园"
"14641","dongcheng",3,2,147.76,"middle",0,0,39253,116.4000846,39.86937637,"悠胜美苑","西罗园"
"14642","dongcheng",4,2,206.66,"low",0,0,37744,116.4000846,39.86937637,"悠胜美苑","西罗园"
"14643","dongcheng",3,1,147.76,"high",0,0,37223,116.4000846,39.86937637,"悠胜美苑","西罗园"
"14644","dongcheng",3,1,147.76,"high",0,0,35869,116.4000846,39.86937637,"悠胜美苑","西罗园"
"14645","dongcheng",2,1,114.82,"low",0,0,34838,116.4000846,39.86937637,"悠胜美苑","西罗园"
"14646","haidian",2,1,54,"middle",1,0,59815,116.4596527,39.92834651,"邮局宿舍","颐和园"
"14647","haidian",2,1,48,"middle",1,1,76667,116.3647262,39.98596262,"邮科社区","牡丹园"
"14648","haidian",2,1,81.1,"low",1,1,75833,116.3647262,39.98596262,"邮科社区","牡丹园"
"14649","haidian",2,1,57.6,"low",1,1,71181,116.3647262,39.98596262,"邮科社区","牡丹园"
"14650","haidian",1,1,48.54,"middle",1,0,70664,116.3218893,39.97223571,"友谊社区","苏州桥"
"14651","haidian",3,1,84.9,"middle",1,0,62427,116.3218893,39.97223571,"友谊社区","苏州桥"
"14652","haidian",2,1,65.22,"high",1,0,60565,116.3218893,39.97223571,"友谊社区","苏州桥"
"14653","haidian",2,1,59.1,"high",1,0,81219,116.2554113,39.89606559,"有色金属院","军博"
"14654","haidian",2,1,73.6,"high",1,0,61142,116.4596527,39.92834651,"有色院西区","公主坟"
"14655","haidian",2,1,50.1,"high",1,1,59482,116.4596527,39.92834651,"有色院西区","公主坟"
"14656","xicheng",2,1,67.59,"high",1,1,66578,116.3705052,39.8828465,"右安门内大街","右安门内"
"14657","xicheng",2,1,53,"high",1,1,78302,116.3647087,39.87939185,"右安门内西街","右安门内"
"14658","xicheng",4,0,73,"low",1,1,68494,116.3647087,39.87939185,"右安门内西街","右安门内"
"14659","xicheng",2,1,62.7,"low",0,1,76556,116.3649869,39.87920724,"右安门内西街1号院","右安门内"
"14660","xicheng",2,1,60,"low",0,1,72000,116.3649869,39.87920724,"右安门内西街1号院","右安门内"
"14661","xicheng",3,1,83,"high",0,1,67470,116.3649869,39.87920724,"右安门内西街1号院","右安门内"
"14662","xicheng",4,1,126.34,"high",0,1,59997,116.3649869,39.87920724,"右安门内西街1号院","右安门内"
"14663","xicheng",1,1,38.88,"low",0,1,79733,116.3665837,39.87680909,"右安门内西街甲10号院","右安门内"
"14664","xicheng",1,1,38.88,"middle",0,1,79733,116.3665837,39.87680909,"右安门内西街甲10号院","右安门内"
"14665","xicheng",1,1,40.41,"low",0,1,79684,116.3665837,39.87680909,"右安门内西街甲10号院","右安门内"
"14666","xicheng",2,1,63,"low",0,1,79366,116.3665837,39.87680909,"右安门内西街甲10号院","右安门内"
"14667","xicheng",3,1,78,"middle",0,1,76924,116.3665837,39.87680909,"右安门内西街甲10号院","右安门内"
"14668","xicheng",3,1,65.11,"middle",0,1,76794,116.3665837,39.87680909,"右安门内西街甲10号院","右安门内"
"14669","xicheng",3,1,79,"low",0,1,75950,116.3665837,39.87680909,"右安门内西街甲10号院","右安门内"
"14670","xicheng",3,1,78,"high",0,1,75000,116.3665837,39.87680909,"右安门内西街甲10号院","右安门内"
"14671","xicheng",3,1,66,"high",0,1,75000,116.3665837,39.87680909,"右安门内西街甲10号院","右安门内"
"14672","xicheng",3,1,65.12,"high",0,1,74632,116.3665837,39.87680909,"右安门内西街甲10号院","右安门内"
"14673","xicheng",3,1,78,"middle",0,1,71795,116.3665837,39.87680909,"右安门内西街甲10号院","右安门内"
"14674","xicheng",3,1,66,"high",0,1,71213,116.3665837,39.87680909,"右安门内西街甲10号院","右安门内"
"14675","xicheng",2,1,63,"high",0,1,70635,116.3665837,39.87680909,"右安门内西街甲10号院","右安门内"
"14676","xicheng",3,1,66,"low",0,1,70455,116.3665837,39.87680909,"右安门内西街甲10号院","右安门内"
"14677","xicheng",2,1,63.6,"high",0,1,69183,116.3665837,39.87680909,"右安门内西街甲10号院","右安门内"
"14678","xicheng",2,1,62.89,"high",0,1,68374,116.3665837,39.87680909,"右安门内西街甲10号院","右安门内"
"14679","xicheng",3,1,66,"high",0,1,68182,116.3665837,39.87680909,"右安门内西街甲10号院","右安门内"
"14680","xicheng",1,1,50,"middle",0,1,83600,116.3684481,39.87859551,"右安门内西街甲2号院","右安门内"
"14681","xicheng",1,1,45.87,"middle",0,1,80663,116.3684481,39.87859551,"右安门内西街甲2号院","右安门内"
"14682","xicheng",3,1,81.47,"middle",1,1,78557,116.3684481,39.87859551,"右安门内西街甲2号院","右安门内"
"14683","xicheng",2,1,65.49,"low",0,1,76348,116.3684481,39.87859551,"右安门内西街甲2号院","右安门内"
"14684","xicheng",3,1,90,"high",0,1,72223,116.3684481,39.87859551,"右安门内西街甲2号院","右安门内"
"14685","xicheng",3,1,124,"high",1,1,70968,116.3684481,39.87859551,"右安门内西街甲2号院","右安门内"
"14686","xicheng",2,1,64.8,"high",0,1,68673,116.3684481,39.87859551,"右安门内西街甲2号院","右安门内"
"14687","xicheng",2,1,67,"high",0,1,68657,116.3684481,39.87859551,"右安门内西街甲2号院","右安门内"
"14688","xicheng",2,1,60,"high",0,1,66667,116.3684481,39.87859551,"右安门内西街甲2号院","右安门内"
"14689","fengtai",2,1,133.24,"high",1,0,44882,116.371246,39.87384508,"右外大街4号院","北京南站"
"14690","fengtai",2,1,61.9,"high",1,0,42811,116.3873444,39.87650103,"右外东庄","北京南站"
"14691","fengtai",2,1,58.2,"high",1,0,42097,116.3873444,39.87650103,"右外东庄","北京南站"
"14692","fengtai",2,1,58.1,"high",1,0,41309,116.3873444,39.87650103,"右外东庄","北京南站"
"14693","fengtai",3,1,82,"low",1,0,39025,116.3873444,39.87650103,"右外东庄","北京南站"
"14694","fengtai",2,1,61,"low",0,0,42623,116.3700686,39.87232176,"右外西二条","右安门外"
"14695","fengtai",2,1,49.7,"high",0,0,35815,116.3700686,39.87232176,"右外西二条","右安门外"
"14696","fengtai",2,1,51,"low",0,0,51961,116.3681819,39.87112027,"右外西三条","右安门外"
"14697","xicheng",2,1,66.9,"high",1,1,81914,116.3539374,39.94267546,"榆树馆西里","车公庄"
"14698","haidian",2,2,57.7,"middle",1,0,88389,116.3377693,39.97887202,"榆苑公寓","双榆树"
"14699","haidian",1,1,48.2,"middle",1,1,76764,116.3377693,39.97887202,"榆苑公寓","双榆树"
"14700","haidian",2,1,71.8,"high",1,0,75209,116.3377693,39.97887202,"榆苑公寓","双榆树"
"14701","haidian",3,1,127.5,"high",1,0,72000,116.3377693,39.97887202,"榆苑公寓","双榆树"
"14702","haidian",2,2,94,"low",1,0,69788,116.3377693,39.97887202,"榆苑公寓","双榆树"
"14703","haidian",2,1,105,"middle",1,0,66667,116.3377693,39.97887202,"榆苑公寓","双榆树"
"14704","haidian",2,2,124,"low",1,0,65323,116.3377693,39.97887202,"榆苑公寓","双榆树"
"14705","haidian",3,2,104,"low",1,0,64424,116.3377693,39.97887202,"榆苑公寓","双榆树"
"14706","dongcheng",2,2,52,"middle",1,0,57693,116.4440095,39.94613516,"宇飞大厦","东直门"
"14707","dongcheng",1,1,66,"middle",1,0,57576,116.4440095,39.94613516,"宇飞大厦","东直门"
"14708","dongcheng",1,1,58,"middle",1,0,56380,116.4440095,39.94613516,"宇飞大厦","东直门"
"14709","dongcheng",1,1,55,"middle",1,0,56364,116.4440095,39.94613516,"宇飞大厦","东直门"
"14710","dongcheng",1,1,67.86,"middle",1,0,55998,116.4440095,39.94613516,"宇飞大厦","东直门"
"14711","dongcheng",2,2,75.39,"middle",1,0,55711,116.4440095,39.94613516,"宇飞大厦","东直门"
"14712","dongcheng",2,1,65,"middle",1,0,55385,116.4440095,39.94613516,"宇飞大厦","东直门"
"14713","dongcheng",1,1,64.67,"middle",1,0,54121,116.4440095,39.94613516,"宇飞大厦","东直门"
"14714","dongcheng",2,1,75,"high",1,0,53334,116.4440095,39.94613516,"宇飞大厦","东直门"
"14715","dongcheng",2,0,62.5,"middle",1,0,52000,116.4440095,39.94613516,"宇飞大厦","东直门"
