ら戳,Θユ计,Θユ肂,秨絃基,程蔼基,程基,Μ絃基,害禴基畉,Θユ掸计
2015-02-11,42617033,3621198415,85.0,85.5,84.7,84.8,-0.7,19735
2015-02-12,40774161,3485381753,85.2,86.4,84.5,86.2,1.4,17786
2015-02-13,28335354,2439563444,86.0,86.4,85.7,85.8,-0.4,12461
2015-02-24,58555340,5046339202,86.1,86.8,85.8,85.8,0.0,19668
2015-02-25,27641993,2378511938,85.8,86.5,85.5,86.3,0.5,12469
2015-02-26,45547240,3964463308,86.5,87.7,86.1,87.1,0.8,17708
2015-03-02,31916394,2792956361,87.7,88.4,87.0,87.1,0.0,12794
2015-03-03,21771139,1884209619,87.1,87.5,86.2,86.3,-0.8,10224
2015-03-04,61434770,5404832606,87.0,88.8,86.7,88.3,2.0,26031
2015-03-05,57112246,5067475602,88.6,89.4,87.7,88.5,0.2,24391
2015-03-06,36627012,3249549809,88.5,89.1,88.0,88.8,0.3,13044
2015-03-09,25278243,2226371904,88.4,88.6,87.8,87.8,-1.0,10131
2015-03-10,23789022,2081514048,87.9,88.2,87.1,87.1,-0.7,10654
2015-03-11,31224145,2728117774,86.5,88.0,86.4,87.3,0.2,13105
2015-03-12,38288531,3346703565,87.0,87.8,87.0,87.1,-0.2,14068
2015-03-13,36023695,3176148460,87.3,88.6,87.3,88.0,0.9,13874
2015-03-16,36470716,3203439385,88.0,88.4,87.3,87.3,-0.7,12701
2015-03-17,31124409,2728409594,87.3,88.2,87.3,87.3,0.0,9851
2015-03-18,41411280,3639266445,87.3,88.3,87.3,87.9,0.6,13386
2015-03-19,131562136,11865473696,88.3,91.2,88.3,91.1,3.2,53957
2015-03-20,117568471,10859059949,91.4,93.5,91.0,93.0,1.9,43239
2015-03-23,78554963,7371146715,93.5,94.7,93.1,93.5,0.5,29370
2015-03-24,49488731,4635114209,93.7,94.4,93.0,93.3,-0.2,18976
2015-03-25,47407471,4460908574,94.0,94.8,93.4,94.4,1.1,19080
2015-03-26,48764540,4577960527,93.9,94.4,93.0,94.4,0.0,17343
2015-03-27,52851496,4935494321,94.4,94.4,92.4,93.0,-1.4,21361
2015-03-30,42747703,4015352182,94.0,94.6,93.5,94.0,1.0,16262
2015-03-31,109910350,10178082035,94.5,94.9,91.0,91.6,-2.4,42896
2015-04-01,41384665,3794649871,91.6,92.5,90.5,91.7,0.1,16633
2015-04-02,42164583,3925799275,92.9,93.5,92.5,93.2,1.5,15636
2015-04-07,24248033,2266576663,93.8,93.9,92.8,93.6,0.4,10139
2015-04-08,32273432,3009912793,94.0,94.0,92.6,93.7,0.1,11688
2015-04-09,34454520,3206526660,93.7,93.8,92.6,93.0,-0.7,13128
2015-04-10,34247623,3184761363,93.8,93.8,92.6,93.1,0.1,11064
2015-04-13,19526574,1816390152,93.2,93.5,92.6,92.9,-0.2,8377
2015-04-14,30250174,2827521730,93.0,93.8,92.6,93.8,0.9,11120
2015-04-15,48176615,4455823474,93.5,93.9,91.8,92.1,-1.7,20460
2015-04-16,24770019,2304883867,92.9,93.4,92.6,93.3,1.2,10862
2015-04-17,25190821,2332572334,93.3,93.3,92.2,92.3,-1.0,9655
2015-04-20,25700374,2371914613,91.4,93.2,91.4,92.8,0.5,10521
2015-04-21,22696541,2098024094,92.8,93.2,92.0,92.1,-0.7,9586
2015-04-22,28665821,2643434032,91.8,93.0,91.8,92.0,-0.1,9329
2015-04-23,57193159,5330988269,92.5,94.0,92.5,93.3,1.3,21218
2015-04-24,88319965,8355807785,94.0,95.3,93.8,94.6,1.3,35695
2015-04-27,44909930,4263924318,95.1,95.4,94.6,94.7,0.1,17184
2015-04-28,50459311,4746356876,95.0,95.4,93.3,93.6,-1.1,20357
2015-04-29,42706392,3957466187,93.6,93.8,92.0,92.1,-1.5,17345
2015-04-30,32071388,2961576643,92.1,93.1,91.9,92.0,-0.1,9862
2015-05-04,23192381,2152484224,93.0,93.2,92.3,93.1,1.1,8620
2015-05-05,19623488,1825886684,93.5,93.8,92.4,93.1,0.0,7378
2015-05-06,22388121,2081147091,92.8,93.4,92.4,93.0,-0.1,8050
2015-05-07,24164603,2233090068,93.0,93.0,92.1,92.1,-0.9,9298
2015-05-08,28439590,2636425463,92.3,93.3,92.2,92.7,0.6,10466
2015-05-11,29376541,2738926713,93.8,93.9,92.3,93.2,0.5,13076
2015-05-12,15402291,1430331428,92.8,93.4,92.5,92.7,-0.5,7284
2015-05-13,41774462,3925118039,93.5,94.5,93.1,94.5,1.8,17347
2015-05-14,26024909,2440722203,94.5,94.5,93.4,93.7,-0.8,10200
2015-05-15,21583619,2013745665,93.7,93.9,92.9,93.1,-0.6,8171
2015-05-18,126258696,12114539089,95.2,96.8,95.1,96.8,3.7,44858
2015-05-19,99833299,9826694855,97.8,98.9,97.8,98.4,1.6,33757
2015-05-20,44669267,4359377590,98.5,98.5,97.0,97.5,-0.9,21255
2015-05-21,43700933,4234665601,97.0,97.4,96.5,97.0,-0.5,16831
2015-05-22,34022208,3302606771,97.2,97.9,96.3,96.5,-0.5,15005
2015-05-25,29599679,2875561167,97.5,97.7,96.6,96.9,0.4,12340
2015-05-26,22883036,2233971534,97.8,98.3,97.3,97.4,0.5,10500
2015-05-27,30319017,2956525360,97.8,98.0,97.0,97.4,0.0,10669
2015-05-28,55443809,5453226906,98.3,98.9,98.0,98.3,0.9,18925
2015-05-29,86602128,8568091928,98.7,99.3,98.3,99.1,0.8,18226
2015-06-01,36037128,3525752478,99.1,99.1,97.3,97.3,-1.8,14942
2015-06-02,35901307,3510162846,97.0,98.3,96.7,97.8,0.5,12391
2015-06-03,24318557,2365790919,97.5,98.0,96.8,97.0,-0.8,10290
2015-06-04,58763661,5614439163,97.0,97.1,94.4,94.5,-2.5,22209
2015-06-05,42210183,3981756910,94.0,95.4,93.5,94.3,-0.2,15613
2015-06-08,30900192,2926560889,94.7,95.4,93.8,94.9,0.6,12744
2015-06-09,28293611,2657562632,94.9,95.0,93.1,93.2,-1.7,12540
2015-06-10,36906458,3512862247,95.0,95.6,94.5,95.6,2.4,12595
2015-06-11,37788739,3602137890,96.3,96.7,94.5,95.8,0.2,13961
2015-06-12,15514321,1477377095,95.8,95.8,94.9,95.0,-0.8,6454
2015-06-15,19062384,1799179136,94.5,95.1,94.0,94.0,-1.0,9241
2015-06-16,23270696,2192647188,94.9,94.9,93.6,94.8,0.8,8559
2015-06-17,26416295,2493995347,95.0,95.0,93.9,94.4,-0.4,9822
2015-06-18,25733930,2433827978,94.6,95.0,94.0,94.6,0.2,8447
2015-06-22,39619718,3831081444,95.5,97.3,95.5,97.2,2.6,16259
2015-06-23,31625072,3087370084,97.7,98.3,97.0,97.1,-0.1,12205
2015-06-24,23036996,2244628166,96.9,97.7,96.9,97.6,0.5,8091
2015-06-25,77040097,7635548061,98.8,99.7,98.4,99.0,1.4,29996
2015-06-26,44332101,4384863495,99.3,99.3,98.5,99.2,0.2,13278
2015-06-29,36806190,3585039948,98.1,98.1,96.6,96.9,-2.3,14513
2015-06-30,26938820,2610964540,96.9,97.4,96.5,97.0,0.1,9456
2015-07-01,25391975,2484753850,97.4,98.3,97.0,98.0,1.0,10089
2015-07-02,20746163,2033316903,97.9,98.3,97.6,98.0,0.0,6645
2015-07-03,12800721,1246066258,97.7,97.7,97.0,97.3,-0.7,6327
2015-07-06,23085985,2225851983,96.3,97.3,95.9,96.3,-1.0,8648
2015-07-07,16724595,1628259115,97.5,97.8,96.9,97.3,1.0,6289
2015-07-08,50886713,4850678809,97.3,97.4,94.0,94.5,-2.8,19227
2015-07-09,42804900,3977903672,91.5,94.3,91.5,93.4,-1.1,19170
2015-07-13,31128407,2965898730,94.5,96.2,94.4,96.2,2.8,13377
2015-07-14,36958710,3535155650,96.8,97.2,94.7,94.7,-1.5,14932
2015-07-15,23337769,2221229951,95.9,96.0,94.6,95.7,1.0,10106
2015-07-16,17443384,1673028310,96.5,96.5,95.3,96.0,0.3,7386
2015-07-17,19974668,1908646515,96.0,96.1,95.1,95.1,-0.9,8149
2015-07-20,15708003,1499989072,95.9,96.1,94.9,95.1,0.0,6875
2015-07-21,15810908,1513555268,95.8,96.3,95.1,96.3,1.2,7637
2015-07-22,28949465,2750387594,95.0,95.8,94.7,94.8,-1.5,11907
2015-07-23,82507789,7600563520,93.5,94.3,90.5,90.5,-4.3,34916
2015-07-24,42402401,3833691082,90.7,91.5,89.5,90.5,0.0,15928
2015-07-27,26314107,2377556457,90.4,91.1,90.0,90.1,-0.4,10562
2015-07-28,27776104,2508598179,90.1,91.0,90.0,90.0,-0.1,11953
2015-07-29,50764049,4535532089,90.0,91.5,87.5,91.5,1.5,22001
2015-07-30,29245290,2667853099,91.5,92.1,90.5,90.9,-0.6,9739
2015-07-31,27876955,2529515615,91.1,91.3,90.3,90.7,-0.2,9692
2015-08-03,35313856,3153226088,91.0,91.0,88.3,89.2,-1.5,13580
2015-08-04,32607334,2908040828,89.2,90.3,88.1,89.5,0.3,14198
2015-08-05,30252453,2692998724,88.6,89.5,88.6,89.0,-0.5,9980
2015-08-06,31805977,2817623284,89.0,89.6,88.1,88.5,-0.5,12057
2015-08-07,21997753,1944425995,88.2,88.9,87.6,88.5,0.0,8242
2015-08-10,22352101,1975040389,88.5,89.2,87.8,88.5,0.0,9145
2015-08-11,37973943,3386727039,90.0,90.5,88.4,88.5,0.0,14797
2015-08-12,42743907,3719183409,87.5,88.2,86.5,86.5,-2.0,18064
2015-08-13,29946660,2601705982,86.5,87.5,86.4,87.4,0.9,13043
2015-08-14,37359791,3315900319,88.1,89.4,88.1,88.7,1.3,17604
2015-08-17,18499544,1635590700,89.0,89.0,88.0,88.2,-0.5,8098
2015-08-18,18300636,1622453875,89.0,89.3,88.2,88.3,0.1,7490
2015-08-19,30057401,2648943478,88.3,88.8,87.6,88.1,-0.2,11903
2015-08-20,27616200,2419306775,87.7,88.4,87.1,87.4,-0.7,12642
2015-08-21,46004256,3963365613,86.3,87.2,85.5,85.5,-1.9,18783
2015-08-24,88531178,7213060618,83.0,84.9,77.9,81.6,-3.9,37966
2015-08-25,60830475,5087320875,81.0,85.0,81.0,85.0,3.4,24890
2015-08-26,58576915,4911008860,84.0,84.7,83.1,83.5,-1.5,20834
2015-08-27,68806376,5813258360,84.0,85.3,84.0,84.6,1.1,22370
2015-08-28,65098024,5730492576,86.9,89.2,86.2,88.6,4.0,27229
2015-08-31,62543286,5657867812,89.5,92.5,88.8,92.5,3.9,19711
2015-09-01,60905215,5493452850,91.5,91.5,89.4,89.8,-2.7,24010
2015-09-02,105710813,9552235467,89.4,91.2,89.1,90.6,0.8,36008
2015-09-03,103079812,8666817257,84.0,84.7,83.5,83.9,0.0,37961
2015-09-04,43336825,3618908584,84.0,84.3,83.0,83.0,-0.9,19685
2015-09-07,18975858,1575915960,82.9,83.7,82.6,82.9,-0.1,9153
2015-09-08,14478807,1201540368,82.9,83.4,82.7,82.8,-0.1,7264
2015-09-09,42327296,3592520886,83.7,85.5,83.7,85.5,2.7,19784
2015-09-10,30898871,2614101735,85.0,85.0,84.3,84.6,-0.9,12917
2015-09-11,27669388,2340522880,84.6,84.9,84.2,84.7,0.1,10888
2015-09-14,20557577,1743527313,85.0,85.4,84.3,85.1,0.4,8965
2015-09-15,23573954,1996180443,85.3,85.4,84.3,84.7,-0.4,8986
2015-09-16,24894526,2112506820,85.2,85.2,84.5,85.0,0.3,10137
2015-09-17,33680144,2886245192,85.7,86.4,85.3,85.5,0.5,12134
2015-09-18,37019682,3166371052,85.5,85.9,85.0,85.5,0.0,8624
2015-09-21,29324451,2470567196,84.7,84.9,84.0,84.2,-1.3,10188
2015-09-22,18616167,1580477473,84.5,85.1,84.5,85.1,0.9,9043
2015-09-23,29795360,2505805328,84.4,84.6,83.9,84.1,-1.0,9756
2015-09-24,21977183,1837981063,84.4,84.6,82.7,83.6,-0.5,9701
2015-09-25,19030530,1599940034,84.0,84.7,83.5,84.3,0.7,8269
2015-09-30,49123446,4167102069,83.9,85.6,83.6,85.6,1.3,12721
2015-10-01,27903815,2387878433,84.9,86.0,84.7,85.9,0.3,11699
2015-10-02,23535372,2021793242,86.2,86.3,85.1,85.7,-0.2,9129
2015-10-05,21821642,1871427412,86.2,86.2,84.9,86.0,0.3,8816
2015-10-06,25192013,2176956808,86.5,86.9,86.1,86.4,0.4,9852
2015-10-07,27500089,2379117043,86.2,86.9,86.0,86.9,0.5,10749
2015-10-08,21720497,1885962339,87.4,87.5,86.4,86.7,-0.2,8229
2015-10-12,46199571,4067572211,87.8,88.5,87.6,88.1,1.4,17972
2015-10-13,29718357,2599505768,88.2,88.3,87.0,87.5,-0.6,11739
2015-10-14,30642535,2647842176,87.5,87.5,86.0,86.1,-1.4,16384
2015-10-15,41667161,3642002507,87.3,88.0,86.7,86.7,0.6,15118
2015-10-16,23105919,2022519327,87.6,87.8,87.2,87.8,1.1,9568
2015-10-19,26008511,2271699800,88.2,88.2,86.9,87.7,-0.1,9885
2015-10-20,21951718,1915072574,87.9,88.0,86.9,87.1,-0.6,6958
2015-10-21,18577477,1611727259,87.5,87.8,86.3,86.4,-0.7,8581
2015-10-22,23161530,1996815157,86.2,86.6,85.9,86.6,0.2,9285
2015-10-23,26950209,2356346543,87.8,87.8,87.0,87.4,0.8,12222
2015-10-26,36416731,3221857316,88.6,88.7,88.2,88.7,1.3,16348
2015-10-27,36848013,3253418621,89.0,89.0,87.5,88.6,-0.1,12211
2015-10-28,20203941,1774946308,88.3,88.5,87.5,88.0,-0.6,9525
2015-10-29,29809501,2598306587,88.0,88.3,86.6,86.8,-1.2,11766
2015-10-30,25674963,2224536565,87.0,87.4,86.0,86.6,-0.2,9787
2015-11-02,16294994,1416776084,87.2,87.4,86.2,87.4,0.8,6960
2015-11-03,25996506,2277591757,87.6,88.0,86.8,87.8,0.4,13545
2015-11-04,42234301,3741702432,88.2,89.0,87.8,88.7,0.9,19101
2015-11-05,20265895,1790940919,88.7,88.7,88.2,88.2,-0.5,13262
2015-11-06,36227081,3153063823,87.9,88.5,86.5,86.6,-1.6,15412
2015-11-09,22494042,1938429559,86.5,86.9,85.8,86.0,-0.6,11781
2015-11-10,39128428,3319752285,85.1,85.4,84.5,84.5,-1.5,18400
2015-11-11,47016010,3939712288,84.0,85.0,83.0,83.4,-1.1,20716
2015-11-12,22272337,1864353620,83.5,84.3,83.4,83.9,0.5,10651
2015-11-13,27333176,2286155384,83.5,84.7,83.2,83.6,-0.3,11334
2015-11-16,35694405,2957283774,82.7,83.5,82.6,82.8,-0.8,15014
2015-11-17,37553065,3191648825,84.5,85.4,84.2,85.0,2.2,18056
2015-11-18,26482727,2247669282,85.5,85.5,84.2,84.8,-0.2,12023
2015-11-19,18369447,1564077333,85.5,85.6,84.6,85.5,0.7,9477
2015-11-20,26810518,2305776448,86.3,86.3,85.6,86.0,0.5,11731
2015-11-23,17479587,1497502967,86.1,86.3,85.2,85.5,-0.5,7144
2015-11-24,18971412,1608369240,85.2,85.5,84.3,84.3,-1.2,9086
2015-11-25,17383169,1459511967,84.0,84.6,83.7,84.3,0.0,9261
2015-11-26,18798540,1604888039,85.0,86.0,84.8,85.4,1.1,8419
2015-11-27,14448433,1224717105,85.1,85.4,84.3,85.0,-0.4,5479
2015-11-30,71528936,6001811342,83.3,84.8,83.0,84.0,-1.0,16422
2015-12-01,38201571,3259679297,85.1,86.0,84.5,86.0,2.0,13875
2015-12-02,20895883,1788756127,86.1,86.2,85.1,85.7,-0.3,9530
2015-12-03,14450070,1226437450,84.6,85.3,84.6,84.7,-1.0,7620
2015-12-04,20520063,1725826810,84.2,84.4,83.8,84.2,-0.5,8460
2015-12-07,19528912,1662521802,84.6,85.8,84.6,84.7,0.5,8446
2015-12-08,24909273,2094142510,84.9,84.9,83.9,83.9,-0.8,9893
2015-12-09,20179456,1685331013,83.9,84.3,83.2,83.3,-0.6,8699
2015-12-10,29670293,2456073460,83.0,83.3,82.5,82.9,-0.4,12323
2015-12-11,37343349,3109952200,83.9,84.0,82.8,83.1,0.2,12488
2015-12-14,41451457,3352411411,81.0,81.3,80.2,80.8,-2.3,18929
2015-12-15,51309424,4110217407,80.9,81.3,79.6,80.0,-0.8,23177
2015-12-16,30970728,2485320206,81.5,81.5,79.8,80.2,0.2,14228
2015-12-17,27078038,2202248163,80.5,82.4,80.2,82.4,2.2,12418
2015-12-18,29887332,2427897690,81.4,81.7,80.9,81.2,-1.2,9592
2015-12-21,17792188,1441538823,80.5,82.0,80.3,81.4,0.2,7334
2015-12-22,18412580,1488918285,81.4,81.7,80.5,80.7,-0.7,8015
2015-12-23,18028243,1466742122,81.0,81.7,80.8,81.3,0.6,7304
2015-12-24,11630742,949895215,81.7,81.9,81.4,81.6,0.3,5579
2015-12-25,7989881,650326356,81.5,81.8,81.1,81.6,0.0,4063
2015-12-28,12508611,1017461666,81.5,81.8,81.0,81.0,-0.6,5826
2015-12-29,18037137,1457934197,81.0,81.2,80.6,80.7,-0.3,6638
2015-12-30,14245596,1152238876,81.1,81.2,80.6,80.9,0.2,5427
2015-12-31,13764229,1112123549,80.9,81.2,80.4,80.8,-0.1,4554
2016-01-04,35223237,2804319760,81.2,81.2,78.6,79.0,-1.8,16770
2016-01-05,30125219,2386189217,79.0,80.3,78.8,79.1,0.1,14528
2016-01-06,42557972,3325714092,78.3,79.1,77.3,79.0,-0.1,18197
2016-01-07,40523284,3145237135,77.5,78.5,77.0,78.3,-0.7,19184
2016-01-08,27621439,2150126885,77.2,78.3,77.2,78.0,-0.3,11120
2016-01-11,52037798,3941548966,77.1,77.2,75.3,75.4,-2.6,21521
2016-01-12,31183903,2366446781,76.0,76.5,75.4,76.3,0.9,12094
2016-01-13,22765911,1746518147,77.0,77.3,76.3,76.6,0.3,10691
2016-01-14,23289710,1754900905,75.3,76.0,74.6,76.0,-0.6,10649
2016-01-15,39925385,3005386728,76.3,76.6,74.3,75.3,-0.7,17573
2016-01-18,26696429,1986068436,73.3,75.3,73.1,74.9,-0.4,12714
2016-01-19,21056220,1583829584,75.5,75.7,74.7,75.3,0.4,9492
2016-01-20,38245743,2815100260,74.9,74.9,73.1,73.1,-2.2,17447
2016-01-21,31464728,2306793552,73.3,74.1,72.7,72.7,-0.4,12270
2016-01-22,33147265,2452723986,73.5,74.8,73.4,74.8,2.1,13520
2016-01-25,27076870,2057032785,76.2,76.2,75.5,76.0,1.2,11469
2016-01-26,16786673,1265015391,75.3,75.8,75.0,75.5,-0.5,7579
2016-01-27,18326129,1382569696,76.0,76.0,75.1,75.3,-0.2,7241
2016-01-28,29878020,2235488669,73.7,75.4,73.7,75.1,-0.2,10717
2016-01-29,47980886,3688681070,74.5,77.8,74.5,77.8,2.7,17725
2016-01-30,12962678,1016178365,78.1,78.7,78.1,78.2,0.4,6619
2016-02-01,30157185,2380536596,79.1,79.5,78.2,79.5,1.3,12679
2016-02-02,20296804,1602270378,79.8,79.9,78.4,78.4,-1.1,8980
2016-02-03,37096455,2851281820,78.0,78.1,76.3,76.6,-1.8,14846
2016-02-15,62766696,4687062431,73.9,75.5,73.8,74.7,-1.9,20856
2016-02-16,31952108,2425632902,74.8,77.0,74.8,76.6,1.9,12693
2016-02-17,30568970,2337961277,77.0,77.0,75.6,76.7,0.1,11897
2016-02-18,37357500,2896594654,77.0,77.8,76.8,77.7,1.0,11124
2016-02-19,26453471,2031965637,77.7,77.7,76.2,76.7,-1.0,10326
2016-02-22,19170876,1475401352,76.2,77.7,76.1,76.7,0.0,9178
2016-02-23,12491217,960989945,76.6,77.2,76.6,77.0,0.3,6326
2016-02-24,21319849,1639110073,77.0,78.0,76.2,76.5,-0.5,10774
2016-02-25,57174826,4484549498,76.5,80.0,76.3,78.5,2.0,28586
2016-02-26,40829071,3159358738,77.5,78.0,76.5,78.0,-0.5,16485
2016-03-01,33626757,2601641695,76.8,77.9,76.8,77.7,-0.3,12871
2016-03-02,37017482,2921496584,78.7,79.5,78.2,79.5,1.8,15917
2016-03-03,47911415,3840195571,80.5,80.5,79.5,80.5,1.0,20145
2016-03-04,64064567,5250696683,81.0,83.0,80.5,82.9,2.4,27940
2016-03-07,41415199,3415968111,83.1,83.8,81.5,81.6,-1.3,17870
2016-03-08,35495757,2915963731,81.6,83.0,81.1,83.0,1.4,15314
2016-03-09,22545828,1861757709,82.7,83.3,82.2,82.8,-0.2,9325
2016-03-10,22369892,1859499046,83.3,83.5,82.8,83.0,0.2,9615
2016-03-11,21411465,1775875095,83.0,83.2,82.3,83.2,0.2,8430
2016-03-14,25702309,2154167224,83.8,84.0,83.4,84.0,0.8,11355
2016-03-15,34133063,2830915164,84.0,84.2,82.0,82.3,-1.7,14432
2016-03-16,26268551,2186537133,82.6,84.0,82.6,83.0,0.7,10950
2016-03-17,25510531,2127337546,83.9,84.1,82.5,82.5,-0.5,10505
2016-03-18,61108150,5122968377,83.0,84.0,82.9,84.0,1.5,15464
2016-03-21,26058738,2195214172,84.4,84.6,83.5,84.5,0.5,10890
2016-03-22,23500975,1973276015,84.5,84.5,83.5,84.3,-0.2,7129
2016-03-23,21765794,1829663476,84.0,84.5,83.6,84.2,-0.1,6753
2016-03-24,22310548,1878607519,84.1,84.9,83.5,84.5,0.3,8787
2016-03-25,9545967,802554299,84.8,84.8,83.8,83.8,-0.7,4658
2016-03-28,25892636,2193102455,84.7,85.0,84.3,84.5,0.7,10311
2016-03-29,25066364,2105335416,85.0,85.0,83.2,83.7,-0.8,10466
2016-03-31,82367366,7027003188,86.1,86.8,84.0,84.8,0.0,29575
2016-04-01,32984173,2754116470,84.1,84.6,83.0,83.0,-1.8,13665
2016-04-06,42845227,3499983755,83.2,83.2,81.2,81.2,-1.8,17634
2016-04-07,27719716,2248151825,81.0,81.9,80.3,81.5,0.3,11752
2016-04-08,19158544,1560952644,81.1,81.9,80.9,81.9,0.4,6839
2016-04-11,11172615,908969169,81.8,81.9,80.7,81.2,-0.7,5228
2016-04-12,15336442,1257932644,81.8,82.6,81.2,82.0,0.8,8689
2016-04-13,34118996,2844118702,82.3,83.8,82.3,83.7,1.7,12866
2016-04-14,23561652,1952127136,83.0,83.8,82.4,82.4,-1.3,9315
2016-04-15,18495433,1528138072,82.2,83.2,81.7,82.9,0.5,7862
2016-04-18,14088317,1167142576,83.2,83.2,82.5,82.6,-0.3,6180
2016-04-19,18744362,1537015121,82.8,83.3,81.2,81.5,-1.1,8284
2016-04-20,51459224,4124103890,81.1,82.4,79.2,79.2,-2.3,24792
2016-04-21,20871346,1671359076,79.8,80.5,79.5,80.3,1.1,10099
2016-04-22,17410609,1407072129,81.1,81.1,80.3,81.0,0.7,7229
2016-04-25,14003524,1128851414,81.1,81.4,80.2,80.3,-0.7,5789
2016-04-26,18296084,1473987563,80.0,81.2,80.0,80.2,-0.1,6294
2016-04-27,25054153,1996661601,79.9,80.2,79.3,79.5,-0.7,8560
2016-04-28,30085745,2383149655,80.0,80.2,78.6,78.6,-0.9,11396
2016-04-29,38516302,2976891928,77.1,77.7,77.1,77.1,-1.5,16551
2016-05-03,31440331,2390836097,77.0,77.1,75.6,75.6,-1.5,15383
2016-05-04,33607879,2536035474,75.6,76.4,74.9,75.7,0.1,15249
2016-05-05,24899964,1877594635,75.7,76.1,75.0,75.4,-0.3,10543
2016-05-06,46281315,3427558390,75.4,75.5,73.6,73.8,-1.6,19248
2016-05-09,38311047,2795465081,74.0,74.2,72.5,72.6,-1.2,17832
2016-05-10,29746734,2199602350,72.6,74.8,72.5,74.8,2.2,13395
2016-05-11,27889767,2067590923,74.8,75.5,73.4,74.0,-0.8,11971
2016-05-12,26316063,1930895356,73.9,74.1,73.0,73.3,-0.7,9697
2016-05-13,63339780,4706304000,75.0,75.4,73.5,74.4,1.1,27592
2016-05-16,26475300,1959623182,74.1,74.4,73.5,74.0,-0.4,13009
2016-05-17,29030680,2156356027,74.2,74.7,74.0,74.3,0.3,11869
2016-05-18,28906865,2142547277,74.3,74.5,73.5,74.4,0.1,10524
2016-05-19,25348906,1879143796,74.4,74.7,73.8,74.2,-0.2,9898
2016-05-20,24261731,1802007602,74.3,74.8,74.0,74.0,-0.2,8448
2016-05-23,52975328,4053551780,74.4,77.7,74.2,77.4,3.4,21593
2016-05-24,26754761,2053542542,77.3,77.4,76.4,76.4,-1.0,13366
2016-05-25,46903474,3687122354,77.5,79.7,77.4,78.4,2.0,20032
2016-05-26,18307909,1433864127,78.5,79.0,78.0,78.1,-0.3,8594
2016-05-27,20091932,1575252705,78.6,78.9,78.1,78.4,0.3,8528
2016-05-30,25266400,2003392511,79.0,79.9,78.5,79.5,1.1,11798
2016-05-31,66579085,5316736778,79.5,80.1,79.1,80.1,0.6,11613
2016-06-01,28491260,2294863500,79.6,81.0,79.6,80.6,0.5,13259
2016-06-02,29009876,2319181117,80.7,80.8,79.2,79.3,-1.3,11505
2016-06-03,17414792,1391439460,79.5,80.2,79.5,80.0,0.7,7527
2016-06-04,5532986,443138306,79.9,80.3,79.7,80.2,0.2,3447
2016-06-06,21625003,1738847529,79.8,81.4,79.6,80.2,0.0,9765
2016-06-07,31493323,2550209533,80.8,81.2,80.6,81.1,0.9,11809
2016-06-08,37351639,3045717487,81.5,82.0,81.1,81.3,0.2,15060
2016-06-13,48285489,3819961931,79.9,80.0,78.6,78.6,-2.7,20366
2016-06-14,26410813,2095778325,78.0,79.9,78.0,79.9,1.3,10761
2016-06-15,21566955,1724184457,79.3,80.3,79.2,80.2,0.3,8973
2016-06-16,28763098,2274529587,79.5,79.6,78.6,78.8,-1.4,10720
